id,trigger,conditions,script,text,options,notes
HSI_TC1_A_5,DialogOptionSelected,$option == HSI_TC1_A_5,,"While you were still lost in thought, the blurry-faced 'Director' suddenly charges toward you. It's then that you finally realize how bizarre the entire situation is. Without hesitation, the knight drew its sword. The moment the 'Director' touched its tip, everything around her seemed to dissolve, transforming into something entirely different in an instant. You even began to wonder if you were mistaken about what you had just witnessed.

The Director sits at the table, tinkering with a crystal trinket.","HSI_TC1_A_6:""I need an explanation.""",
HSI_TC1_A_6,DialogOptionSelected,$option == HSI_TC1_A_6,$global.HSITC1AFinished = true,"""This was a safety test. Both for you, and it."" The Director tosses the trinket to you, which you catch it in a panic. The knight did not lower its sword, until the Director urged it to ""put down its weapon"" in a coaxing tone. You get the feeling that the knight's hand suddenly had a will of its own, sheathing the sword despite the knight's deeply reluctant gaze.

""In any case, the results are satisfactory. Captain $playerName, you've gained yourself a dependable ally."" She pauses, ""Perhaps I've gained a dependable ally as well. Until next time, assistant.""

You still feel like no explanation was given, but somehow follow the secretary back to the space bridge hall.
",cutCommLink:Maybe there is something else to do,
,,,,,,
#HSI_TCEvent2,,,,,,
HSI_TC2_0,AddBarEvents,"$global.HSITC1AFinished
!$market.isHidden
RepIsAtWorst HSI COOPERATIVE
$global.HSILifeSentBack","AddBarEvent HSI_TC2_BarEvent ""Drink with him."" ""A man, looking deeply depressed and desperate, sits drinking alone."" 255,40,40,255",,,
HSI_TC2_1,DialogOptionSelected,$option == HSI_TC2_BarEvent,"HSISetPerson Salvation
ShowPersonVisual","The man sat at the bar, drunk and drinking alone. Taking the seat next to him, you call out to the bartender to serve another round for everyone in the bar. Upon hearing the clink of your glass, the man raises his own in response.",HSI_TC2_1:Raise it back at him,
HSI_TC2_2,DialogOptionSelected,$option == HSI_TC2_1,,"You raise your glass in return. As the two of you drink, you decide to speak up to ease the tension — and to satisfy your curiosity.","HSI_TC2_2_1:""What's got you looking so down, brother?""
HSI_TC2_2_2:""Life's been rough lately, buddy.""",
HSI_TC2_3_1,DialogOptionSelected,$option == HSI_TC2_2_1,,"The man gives you a glance, then goes back to his drink. You figured it best not to press further.

After some time, the man finished his glass and reached for the one you had just offered, ""What would you do if you woke up one day to find yourself in a completely alien world, tens of thousands of light-years away from everything you once knew?""","HSI_TC2_3_1:""Hmm... put on a long face?""
HSI_TC2_3_2:""Wouldn't that just be starting from scratch?""",
HSI_TC2_3_2,DialogOptionSelected,$option == HSI_TC2_2_2,,"The man gives you a glance, then goes back to his drink. You figured it best not to press further.

After some time, the man finished his glass and reached for the one you had just offered, ""What would you do if you woke up one day to find yourself in a completely alien world, tens of thousands of light-years away from everything you once knew?""","HSI_TC2_3_1:""Hmm... put on a long face?""
HSI_TC2_3_2:""Wouldn't that just be starting from scratch?""",
HSI_TC2_4_1,DialogOptionSelected,$option == HSI_TC2_3_1,,"""That's why I'm so down""",HSI_TC2_4:Invite him to talk elsewhere,
HSI_TC2_4_2,DialogOptionSelected,$option == HSI_TC2_3_2,,"For a moment, the man was visibly stunned, before he shook his head, ""That was not my intention, $PlayerSirOrMadam.""",HSI_TC2_4:Invite him to talk elsewhere,
HSI_TC2_5,DialogOptionSelected,$option == HSI_TC2_4,,"The man seems unwilling to talk about what happened in a bar, so you invite him to a more private restaurant nearby. He agrees.","HSI_TC2_5:""Did you really wake up far away from home?""",
HSI_TC2_6,DialogOptionSelected,$option == HSI_TC2_5,,"The man smiled bitterly, and began to share his story.

He took part in a time travel experiment, reassured by the experimenter that he could return even if things went wrong. As a result, he's spent the last three months wandering this world, with no one willing to believe his story.

In case you doubt him as well, he pulls out two items that resemble pocket watches. He explains that they're called Time-Space-Reality Three-Phase Stabilizing Anchors, a technology discovered on an unknown ship that appeared from nowhere, just like the experiment that brought him here.

You can't help but feel he might be a little crazy, but you cannot be sure.","HSI_TC2_6:""How about talking about something else?""",
HSI_TC2_7,DialogOptionSelected,$option == HSI_TC2_6,,"""When I first arrived, I thought I had landed in some uncivilized backwater, as even newly developed star systems were than this. Back when I was new here, I asked about the Domain of Man, and my boss told me it had been gone for two centuries.""

""I did everything I could to verify the date, only to discover I had traveled 10,000 years into the past. Ten thousand years! A collapse of this scale, with no known cause, is completely unheard of.""

""Worse still, I was two hundred years too late of the time when the director said a legendary predecessor vanished in an experiment. Why couldn't it have been set to an earlier time, just a little earlier would have been better.""",HSI_TC2_7:Perhaps he's had a little too much to drink.,
HSI_TC2_8,DialogOptionSelected,$option == HSI_TC2_7,,"""Being stuck here wouldn't be so bad if I had the chance to meet the legendary Director Tamamo."" He ended with those words. You vaguely recall a... contact who served as director before the Collapse, and her name, whether real or not, was Tamamo in public.",HSI_TC2_8:Ask around a bit more,
HSI_TC2_9,DialogOptionSelected,$option == HSI_TC2_8,,"After a while, the man seemed to sober up. You subtly steered the conversation to confirm if the legendary former director he mentioned was the Director, but he says she disappeared 27 years before the Collapse in an experimental accident.","HSI_TC2_9:Might as well help him realize his dream of meeting his idol
cutCommLink:In any case, he appears lively and in good spirits, so there doesn't seem to be any more cause for concern.",
,,,,,,
,,,,,,
,,,,,,
#HSI_PickSkye,,,,,,
HSI_Skye_Planet,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$tag:HSI_Perureino
$global.HSITC0Finished
!$global.HSI_Scythe_Saved",ShowDefaultVisual,"Your $shipOrFleet approaches $entityName.

It seems someone is trying to establish contact with something in orbit, but nothing appears to be there.",HSI_Skye_TryContact:Ask your comms officer if the source can be located,
HSI_Skye_1,DialogOptionSelected,$option == HSI_Skye_TryContact,,"""This communication mode..."" Your comms officer fiddles with the console, ""Almost... done!""

""Hello, hello —— is anyone there..."" You and your officers exchanged puzzled glances, as the only thing on the monitor was a fish's tail.","HSI_Skye_1:""Are you certain this is the right video feed?""",
HSI_Skye_2,DialogOptionSelected,$option == HSI_Skye_1,"HSISetPerson Skye
ShowPersonVisual","Your comms officer urgently gestures to you that the channel is still open. It is clear the other party heard your words, as the camera feed starts shaking violently.

A moment later, a girl appeared on the screen. ""Wooow. This box actually talkshh.""","HSI_Skye_2:""Hello?""",
HSI_Skye_3,DialogOptionSelected,$option == HSI_Skye_2,,"""Weeell, the person who gave us this box said that one day, someone from the sky would speak through itshh."" The girl stared seriously into the camera, ""I kept asking, and finally it spokeshh.""

You see your comms officer review the recent recordings, trying to confirm if he really saw a fish's tail, while your operations officer quietly questions if there have been too many hallucinations lately. It's clear neither of them is in any position to offer useful advice.","HSI_Skye_3:""Are you part of the crew of a wrecked ship? Is there anyone else with you?""",
HSI_Skye_4,DialogOptionSelected,$option == HSI_Skye_3,,"""Crew of a wrecked ship? Are you asking about those people? They returned long agoshh."" It seems that the other party found a place to set the 'box' down. ""I only heard the story of the boxshh, so I asked it something every dayshh.""

You get the sense that the other party struggles with communication, and your operations officer raises an eyebrow in your direction, which you understand. A short while later, a small team descends to the planet's surface aboard a shuttle. Your comms officer leads you to the source of the signal, while reluctantly maintaining contact with the other party.

The planet offers few viable landing spots, so you touch down near a chain of islands. Before long, you spot the communicator resting on a rock, and the 'person' using it.","HSI_Skye_4:""There's no need to review the recordings . It's real.""",
HSI_Skye_5,DialogOptionSelected,$option == HSI_Skye_4,,"""Ah, it's a sky person."" The other party swishes the tail behind her back, ""Theeey have come downshh.""

The other party latches onto the team and begans bombarding them with questions about how things are up in the ""sky"". Once the barrage of questions subsided and you had a moment to gather your thoughts, you finally asked the question that had been on your mind from the start: ""Who are you?""

""Hmm? Yeshh, and also...""

To spare yourself another onslaught of relentless curiosity, ""I have a suggestion."" You conveyed 'shut up' with just about every form of body language possible.

","HSI_Skye_5:""Why don't you come with us? It might easier to understand once you've seen it with your own eyes.""",
HSI_Skye_6,DialogOptionSelected,$option == HSI_Skye_5,,"""But my sisters say that the outside world is very scaryshh, humans always fightshh, and some who might try to capture meshh.""

That is true. ""But I still wish to see itshh."" The other party gently tucked away the communicator, ""When can we leavshh.""

You feel like you and your operations officer have been exchanging glances a bit too often today. Stepping to the side, the two of you begin discussing whether taking her back is the right decision, as she seems completely naive about the outside world, and you're worried that even the smallest misstep could be the end of her.

A sudden spark of inspiration struck your operations officer: ""She doesn't look human, so don't you happen to know just the person..."" You feel a wave of relief and as you quickly pull out the communicator given by the Director.

""... Let me get this straight. You found a mermaid girl out there, she wants to come with you to see the outside world, but you think it's too dangerous and want to leave her with me?"" The Director's voice seemed to carry a hint of helplessness, ""Okay, okay. Captain $playername, you really are a natural at this sort of work.""","HSI_Skye_6:""I found you a meal ticket.""",
HSI_Skye_7,DialogOptionSelected,$option == HSI_Skye_6,"ShowDefaultVisual
$global.HSI_Scythe_Saved = true
HSITC1Orders ClearImportant HSI_Skye","""What is a meal ticketshh?""

You feel like you brought this trouble onto yourself. And so, the conversation drifted on aimlessly until the fleet sent by the Director arrived. You watched her board the shuttle, grateful that you wouldn't be bombarded with questions anymore.",defaultLeave:It's time to continue,
,,,,,,
HSI_Skye_Random1_Start,PopulateOptions,"$global.HSI_Scythe_Saved
$faction.id == HSI
$market.id == HSI_SpaceBridge_Market
HSIPersonIdentityCheck SkyeRandom1
!$isPerson
!$global.HSI_ScytheRandomHappened
!$global.HSI_ScytheNotInSpaceBridge",,,HSI_Skye_Random1:Is that something swimming outside the window...,
HSI_Skye_Random1,DialogOptionSelected,$option == HSI_Skye_Random1,"HSISetPerson Skye
ShowPersonVisual
$global.HSI_ScytheRandomHappened = true 3","The blue figure drew nearer until it gently bumped against the window. That's when you recognized Skye, floating in space. Was she floating? It looked more like... swimming. Swimming?","cutCommLink:In any case, she looked lively, so there should not be any cause for concern.",
,,,,,,
,,,,,,
#HSI_Stalker,,,,,,
HSI_Stalker_GreetingTraitor,PickGreeting,"HSIPersonIdentityCheck PersonIsStalkerContact
$faction.HSIisTraitor
$isPerson",,"""Still alive? Looks like those old blades aren't as sharp as they used to be.""",defaultLeave:Leave,
HSI_Stalker_GreetingTooLowLevel,PickGreeting,"HSIPersonIdentityCheck PersonIsStalkerContact
HSIPersonIdentityCheck PlayerLevelBelow5
!$global.HSISS_Start
$isPerson",ShowDefaultVisual,The other party doesn't seem interested in answering your call.,,
HSI_Stalker_Greeting_Not_Joined,PickGreeting,"HSIPersonIdentityCheck PersonIsStalkerContact
HSIPersonIdentityCheck PlayerLevelAbove5
!$global.HSISS_Start
$isPerson","$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
","""Are you here to register?""","HSI_SS_Ask:""What for?""
cutCommLink:Leave",
HSI_Stalker_Ask,DialogOptionSelected,$option == HSI_SS_Ask,,"There was a brief silence from the other party. ""The Stalkers. We're looking for mercenaries. We pay you you for work you've done, and we also offer access to goods you won't find on the open market, that's it. As long as you don't turn on us, the rest is entirely your call.""","HSI_SS_Join:""I'm in.""
defaultLeave:Not interested",
HSI_Stalker_Join,DialogOptionSelected,$option == HSI_SS_Join,"$global.HSISS_Start = true
$global.HSI_Traitor_Base = true","""Welcome aboard, stalker. I'll log your info into the system. Next time you stop by, there might be some new inventory.""",defaultLeave:Leave,
HSI_Stalker_Contact,PopulateOptions,"$isPerson
HSIPersonIdentityCheck PersonIsStalkerContact
$faction.id == HSI
!$faction.HSIisTraitor",,"""Hello, stalker.""","HSI_Stalker_OpenShop:""See what's new.""",
HSI_Stalker_Shop,DialogOptionSelected,$option == HSI_Stalker_OpenShop,HSIStalkerShop,,,
,,,,,,
#TTMission,,,,,,
HSI_TTMission_Start,DialogOptionSelected,"$option == marketVisitBar
$faction.id == tritachyon
$hasMarket
$market.id == culann
!$global.HSI_TTMission_Finished
!$global.HSI_TTMission_Combat_Finished
$global.HSI_TTMission_Start
$player.KnownByTheCommissioner
!HSIPersonIdentityCheck isTraitor","FireBest BarShuttleDownPrintDesc
FireBest BarPrintDesc
$option = HSITTMissionMet 0
FireBest DialogOptionSelected",,,
HSI_TTMission_Met0,DialogOptionSelected,$option == HSITTMissionMet,,"Despite being in $marketName's lively entertainment district, the daytime crowd always feels far sparser than at night. You plan to enjoy a drink before checking out more of the city. It's clear that Tri-Tachyon has stepped up security for this visit, and you spot marines and Tri-Tachyon agents in combat gear stationed on major roads, clearly wearing ""high-end gear"" that the armorer mentioned a few days ago.

As if guided by something, you entered the third bar. Compared with the first two, this one was quieter, with only a few people scattered across the booths. The bartender gave you a brief glance before continuing to wipe glasses with his head bowed.

Your briefly make eye contact with a familiar face from the news, someone who shouldn't be in this place, and you quickly avert your eyes.
",HSI_TTMission_Met1:Walk over take a seat opposite her,
HSI_TTMission_Met1,DialogOptionSelected,$option == HSI_TTMission_Met1,"HSISetPerson TheCommissioner
HSISetPerson ShowCommissionerTTMissionBar","You were about to say something, but the Director silenced you with a glance. She rose, took the seat next to yours, and turned her back to shield you from view of the bartender. Pretending to fix your hair, she slipped you a tiny earpiece.

She leaned close, and spoke softly into your ear: ""Here there are eyes everywhere. Be careful. The jammer keeps them from hearing us as long as we whisper, so keep your voice down.""

You feel her breath in your ear get further away.","HSI_TTMission_Met2:""Looks like I got involved in some kind of a big deal?""",
HSI_TTMission_Met2,DialogOptionSelected,$option == HSI_TTMission_Met2,,"With a barely noticeable nod, she turns to lean on your shoulder. A few taps on the Tripad reveals a tiny file, showing the title ""Deputy Chief"" of the Security Department's Field Section, assigned to Persean Sector 3, a position with understated significance. You quickly grasped the situation, asked for a drink as a cover, and used the chance to discreetly observe everyone in the bar.

You suspect one of the patrons is an agent, and while the bartender seems unremarkable, you feel an uneasy dissonance from him that you can't quite explain. You wonder what they're planning. The look in the patron's eyes is sharp enough to keep you on edge. You glance down at the Director, hoping she had more to say.

""Don't overanalyze a madman, Captain $playerName...""","HSI_TTMission_Met3:""... GET DOWN!""",
HSI_TTMission_Met3,DialogOptionSelected,$option == HSI_TTMission_Met3,ShowPersonVisual,"Before you could react, the Director shoved you beneath the table as a burst of stun rounds tore through the spot you had been sitting. You start to regret trusting the Tri-Tachyon officials' nonsense about a temporary firearms ban as you find yourself pinned in a corner booth with no means of retaliation. You make no effort to lower your voice, ""Alright, what now?""

The Director put on an overly theatrical display of pondering a plan, her exaggerated performance making it obvious to you that she wasn't genuinely concerned. ""You're wondering why I picked a spot with no escape route, even though I knew we were exposed, right?""

""Because only by dragging it out long enough will it blow up into something too big for those Tri-Tachyon suits to hide from the delegation.""


",HSI_TTMission_Met4:Survey the environment in silence,
HSI_TTMission_Met4,DialogOptionSelected,$option == HSI_TTMission_Met4,,"You surveyed the area, trying to find an escape route or anything that could be turned into a weapon. Despite her air of mystery, your instincts tell you that the person next to you lacks real combat prowess. Perhaps there is a trap that can be used...

""Stay focused, Captain $playerName."" The Director prodded you with something solid that felt like a folding fan. ""See what's up.""

The moment you peek out, one of them took aim and fired. You duck back behind the booth and find the Director gone.

",HSI_TTMission_Met5:So I was the target all along?,
HSI_TTMission_Met5,DialogOptionSelected,$option == HSI_TTMission_Met5,,"You hear a pained groan and peek out just in time to see the Director strike the bartender's throat with a folding fan, and the bartender — or rather, one of the agents — collapses to the ground. The other is already down, most likely the source of the earlier groan.

The other patrons have fled. You decide to...
","HSI_TTMission_Met6_1:Grab the Director and make a run for it
HSI_TTMission_Met6_1_pickWeapon:Pick up one of the Tri-Tachyon agent's weapons",
HSI_TTMission_Met6,DialogOptionSelected,$option == HSI_TTMission_Met6_1,,"You grab the Director and make a dash out of the bar, only to find the signal jammer is still active, and nearby marines and Tri-Tachyon agents already closing in. Fortunately, some panicked civilians fleeing the scene disrupted their movements, allowing you to follow the Director as she darts between buildings.

Just as you had suspected, they weren't friendly, and rounds clipped the air close to you. Seizing the opportunity, the Director ducked into an alley and yanked you in after her. The pursuers seem unsure which alley you turned into, buying you a moment of respite.

The quiet of the alley and the commotion outside seems worlds apart. As you pause to catch your breath, the Director's folding fan suddenly clashes with a nearly invisible monomolecular blade right before your eyes. The blade fails to cut through the fan's ribs made of an unknown material, prompting the agent to quickly retreat, his violent movements causing his optical camouflage to deactivate.","HSI_TTMission_Met7:""Be careful, Captain $playerName, there's one more.""",
HSI_TTMission_Met6_pickWeapon,DialogOptionSelected,$option == HSI_TTMission_Met6_1_pickWeapon,,"The Tri-Tachyon agent is still alive, and you find only stun rounds in the gun. It seems the Tri-Tachyon agents inside knew how to show restraint, but the marines outside may not be as understanding.

It's wiser to stay unarmed.",HSI_TTMission_Met6_1:Grab the Director and make a run for it,
HSI_TTMission_Met7,DialogOptionSelected,$option == HSI_TTMission_Met7,,"The words of the Marine Corps Commander come back to you, and you dodge the attack of the other cloaked agent, guided by a mix of intuition and muscle memory. The decloaked agent is still parrying the Director's attacks, clearly at a disadvantage. The fight is relatively quiet, but the pursuers are bound to find this place soon. If you take out this agent quickly, you might be able to escape the current wave of pursuers for good.

After dodging three waves of strikes, the Tri-Tachyon agent shifts tactics, and you begin to lose track of his position. Did he leave, or...?

A synthesized voice comes from behind, nearly overlapping with a muffled groan: ""Step forward, $playerName $PlayerSirOrMadam, and mind the knife behind you.""",HSI_TTMission_Met8:Carefully do as you are told,
HSI_TTMission_Met8,DialogOptionSelected,$option == HSI_TTMission_Met8,,"You take a few steps before turning around. The Tri-Tachyon agent had been impaled through the heart, his lifeless body being dragged out of sight behind cover. Just then, the Director incapacitates the agent who first appeared and runs toward you.

The Director first looks you over, and after confirming that you were unhurt, shifts her gaze to the air in front of you, ""Master Farris, was this the extent of your preparation?""

The synthesized voice from earlier returns, ""As I recall, you were the one who warned that getting exposed might result in serious diplomatic consequences, Director."" A figure decloaks, revealing what appears to be a ""Dancer"", albeit a variation from the standard model you've seen. It turns towards you, ""Faris.""","HSI_TTMission_Met9_1:""$playerName.""
HSI_TTMission_Met9_2:""You can call me $playerName.""",
HSI_TTMission_Met9_1,DialogOptionSelected,$option == HSI_TTMission_Met9_1,"HSISetPerson ShowCommissionerTTMissionDepartment
FireAll HSITTMissionNewsBrief","You manage to shake off Tri-Tachyon's pursuit and reach the safe house at last. After a brief rest, you learn that Tri-Tachyon had imposed martial law, citing a hunt for ""leftist terrorists attempting to sabotage peace negotiations"".

You glance at the tactical brief the Director is holding.",,
HSI_TTMission_Met9_2,DialogOptionSelected,$option == HSI_TTMission_Met9_2,"HSISetPerson ShowCommissionerTTMissionDepartment
FireAll HSITTMissionNewsBrief","You manage to shake off Tri-Tachyon's pursuit and reach the safe house at last. After a brief rest, you learn that Tri-Tachyon had imposed martial law, citing a hunt for ""leftist terrorists attempting to sabotage peace negotiations"".

You glance at the tactical brief the Director is holding.",,
HSI_TTMission_Ambassadar,HSITTMissionNewsBrief,!$AskedAmbassadar,,,HSI_TTMission_NewsBrief_Ambassadar:Ask if assistance from the delegation is possible,
HSI_TTMission_Fleet,HSITTMissionNewsBrief,!$AskedFleet,,,HSI_TTMission_NewsBrief_Fleet:Ask if assistance from the visiting fleet is possible,
HSI_TTMission_Plan,HSITTMissionNewsBrief,,,,HSI_TTMission_NewsBrief_Plan:Ask what comes next,
HSI_TTMission_Ambassadar_Answer,DialogOptionSelected,$option == HSI_TTMission_NewsBrief_Ambassadar,"$AskedAmbassadar = true 0
FireAll HSITTMissionNewsBrief","""Tri-Tachyon's reaction was swift. Citing the threat of leftist elements, they tightened security around the delegation to assert control. Councilor Borodinov is no fool, and I'm afraid he'll soon manage to contact the Expeditionary Force, which could spell trouble for the entire Persean Sector.""",,
HSI_TTMission_Fleet_Answer,DialogOptionSelected,$option == HSI_TTMission_NewsBrief_Fleet,"$AskedFleet = true 0
FireAll HSITTMissionNewsBrief","""Communications have been fully severed. Since this is Tri-Tachyon's capital, any attempt to transmit a message will eventually lead to our location being discovered, no matter what method we use.""",,
HSI_TTMission_Plan_Answer0,DialogOptionSelected,"$option == HSI_TTMission_NewsBrief_Plan
!$AskedFleet
!$AskedAmbassadar",,"""I'm afraid we have but one way, Captain $playerName. For example... avoiding Tri-Tachyon surveillance to establish direct contact with the fleet.""

Given its impossibility, you start to consider if there's a deeper meaning behind the statement.

""Getting a message from ground to space undetected is impossible, but space to space might be possible.""

The idea strikes you as more frightening than all previous ideas combined.","HSI_TTMission_BattleBrief_0:""Why don't I feel like I have a choice?""",
HSI_TTMission_Plan_Answer1,DialogOptionSelected,"$option == HSI_TTMission_NewsBrief_Plan
!$AskedFleet
$AskedAmbassadar",,"""I'm afraid we have but one way, Captain $playerName. Make direct contact with the fleet.""

Since Tri-Tachyon monitors the delegation, any message that escapes into space is unlikely to go unnoticed. You start to consider if there's a deeper meaning behind the statement.

""Getting a message from ground to space undetected is impossible, but space to space might be possible.""

The idea strikes you as more frightening than all previous ideas combined.","HSI_TTMission_BattleBrief_0:""Why don't I feel like I have a choice?""",
HSI_TTMission_Plan_Answer2,DialogOptionSelected,"$option == HSI_TTMission_NewsBrief_Plan
$AskedFleet
!$AskedAmbassadar",,"""I'm afraid we have but one way, Captain $playerName. Circumvent Tri-Tachyon and make direct contact with the fleet.""

Given what you just discussed, you start to consider if there's a deeper meaning behind the statement. ""Perhaps we should contact the delegation.""

""The delegation is also being monitored, and although getting a message from ground to space undetected is impossible, space to space might be possible.""

The idea strikes you as more frightening than all previous ideas combined.","HSI_TTMission_BattleBrief_0:""Why don't I feel like I have a choice?""",
HSI_TTMission_Plan_Answer3,DialogOptionSelected,"$option == HSI_TTMission_NewsBrief_Plan
$AskedFleet
$AskedAmbassadar",,"""I'm afraid we have but one way, Captain $playerName. We need to make direct contact with the fleet.""

Given its impossibility, you start to consider if there's a deeper meaning behind the statement.

""Getting a message from ground to space undetected is impossible, but space to space might be possible.""

The idea strikes you as more frightening than all previous ideas combined.","HSI_TTMission_BattleBrief_0:""Why don't I feel like I have a choice?""",
HSI_TTMission_BattleBrief_0,DialogOptionSelected,$option == HSI_TTMission_BattleBrief_0,,"""Not necessarily, Captain $playerName."" The Director tightens her lips.

""However, Councilor Borodinov is certain to inform the Expeditionary Force of my disappearance, and there's no way to reach him without revealing ourselves. Once the news gets out, the 3rd Fleet will take immediate action, and the moment they emerge from the wormhole, the entire Persean Sector will be put on edge.""

""Should that occur, we won't be the only who will be losing sleep. That is why —"" She let her voice stretch,

""The fate of the Persean Sector is in your hands, my dear a-sis-tant.""

You start to devise a plan.

","HSI_TTMission_BattleBrief_1:""Then our first step is to get a ship.""",
HSI_TTMission_BattleBrief_1,DialogOptionSelected,$option == HSI_TTMission_BattleBrief_1,,"""I know just the thing... in fact, this was the original plan. Covert Ops controls a classified weapons development facility here which houses a humanoid mech of unknown technological origin. It's strong enough to handle anything we might face in low orbit, but when it comes to high orbit, we can only hope they can't outrun us.""

""Lucily for us, it's also a two seater, yet only requires a single operator. The original plan was to retrieve it through other means, but the operation was paused due to the peace talks, just as we happen to need it.""

You suddenly feel like she's been orchestrating this for a while, like an author writing some clichéd hero story eagerly setting the scene for this exact twist, but at this stage, there is no other way.","HSI_TTMission_StartBattle:Well, it has to end somehow",
HSI_TTMission_StartBattle,DialogOptionSelected,$option == HSI_TTMission_StartBattle,"ShowLargePlanet
HSITCEventFight TTMission",,,
HSI_TTMission_AfterBattle_0,DialogOptionSelected,$option == HSI_TTMission_CombatEnd,"$global.HSI_TTMission_Combat_Finished = true
$global.HSI_TTMission_JustFinished = true 20","Your Tri-Tachyon pursuers are still hot on your tail. Once you passed the Kármán line, several low-orbit patrol units joined the chase. Given the circumstances, the odds of breaching the blockade and arriving within communication range of the Halo Dynamics Fleet are practically zero. You stick to the course plotted by the onboard computer, trying to push past the blockade.

You hear the Director fiddling with her panel. Suddenly, the route on the HUD changes, pointing you to a vacant spot above the planet. Without allies or cover, it wouldn't occur to anyone as an escape route.","HSI_TTMission_AfterBattle_0:Pose questions
HSI_TTMission_AfterBattle_1:Focus on piloting",
HSI_TTMission_AfterBattle_0_1,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_0,,"You yell over the alarm: ""Are you sure about this route!""

""Stay focused on piloting, assistant. That's the escape route I've worked out.""","HSI_TTMission_AfterBattle_1:You really don't have a choice, do you?",
HSI_TTMission_AfterBattle_1,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_1,,"The sharp left turn may have shaken some of the patrols attempting to surround you, but without backup, getting caught is only a matter of time. The fact that the Tri-Tachyon fleet had earlier powered up their weapons did not bode well for the future.

""That's enough, assistant, give me control.""

The tension breaks as the strain from the neural link quickly fades. With your pursuers closing in, you inexplicably begin to slow down. You fix your eyes on the radar, flooded with signals. Right now, all you can do is trust that your temporary weapons officer had really worked out a path to safety.","HSI_TTMission_AfterBattle_2_1:Pray
HSI_TTMission_AfterBattle_2_2:There is no God",
HSI_TTMission_AfterBattle_2_1,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_2_1,,"Suddenly, the blaring of the main alarm filled small cockpit, as the HUD warned of a strong energy signature in the space ahead. A never-before-seen phase capital ship emerges from phase space dangerously close to you, its shuttle bay doors facing you.

Five seconds later, you crash into the open shuttle hangar and land safely with the help of the assisted landing facility. With a jolt — which you are unsure comes from the landing gear or the ship moving — the alarms stop.","HSI_TTMission_AfterBattle_3:""Was this what you were counting on?""",
HSI_TTMission_AfterBattle_2_2,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_2_2,,"Suddenly, the blaring of the main alarm filled small cockpit, as the HUD warned of a strong energy signature in the space ahead. A never-before-seen phase capital ship emerges from phase space dangerously close to you, its shuttle bay doors facing you.

Five seconds later, you crash into the open shuttle hangar and land safely with the help of the assisted landing facility. With a jolt — which you are unsure comes from the landing gear or the ship moving — the alarms stop.","HSI_TTMission_AfterBattle_3:""Was this what you were counting on?""",
HSI_TTMission_AfterBattle_3,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_3,,"""Yes.""

""How about enjoying the Persean sunrise today?""","HSI_TTMission_AfterBattle_4_1:""I don't care for sunrises like people on the ground do.""

HSI_TTMission_AfterBattle_4_2:""But I won't forget this one.""",
HSI_TTMission_AfterBattle_4_1,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_4_1,$global.HSI_TTMission_Finished = true,"Overwhelmed by the exhaustion of having narrowly escaped death, you say nothing more. The Director stays silent, considerate of your need for peace.

You spend a few minutes in silence, before opening the hatch of the mech. Several officers pause at the sight of you, but their expressions quickly turned solemn when they recognize the Director seated behind you. A junior officer steps up to help you out of the mech, as a nearby medic starts to perform a basic health scan. After confirming that you were well, the officer politely invites you to proceed to a prepared cabin. You follow him through the ship for quite a while before finally arriving.

Two hours later, the same officer returned and rang your doorbell, informing you that the shuttle was ready to return you to your fleet.",cutCommLink:Board the shuttle and bring the day to a close,
HSI_TTMission_AfterBattle_4_2,DialogOptionSelected,$option == HSI_TTMission_AfterBattle_4_2,$global.HSI_TTMission_Finished = true,"Overwhelmed by the exhaustion of having narrowly escaped death, you say nothing more. The Director stays silent, considerate of your need for peace.

You spend a few minutes in silence, before opening the hatch of the mech. Several officers pause at the sight of you, but their expressions quickly turned solemn when they recognize the Director seated behind you. A junior officer steps up to help you out of the mech, as a nearby medic starts to perform a basic health scan. After confirming that you were well, the officer politely invites you to proceed to a prepared cabin. You follow him through the ship for quite a while before finally arriving.

Two hours later, the same officer returned and rang your doorbell, informing you that the shuttle was ready to return you to your fleet.",cutCommLink:Board the shuttle and bring the day to a close,
,,,,,,
HSI_TTMission_After_0,PopulateOptions,"$faction.id == HSI
$market.id == HSI_SpaceBridge_Market
$isPerson
HSIPersonIdentityCheck PersonIsTheCommissioner
$global.HSI_TTMission_Combat_Finished
!$global.HSI_TTMission_JustFinished
!$global.HSI_TTMission_Apostle_Got",,,"HSI_TTMission_After_0:""I'll make sure to steer clear of you next time.""",
HSI_TTMission_After_1,DialogOptionSelected,$option == HSI_TTMission_After_0,,"""It was at least an interesting day, Captain $playerName. So, how does it feel being the unsung hero of the entire sector?""","HSI_TTMission_After_1:""Not much different.""",
